         525236 function calls (513044 primitive calls) in 6.050 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 expressions.py:42(Expression)
        1    0.000    0.000    0.000    0.000 expressions.py:43(__init__)
        1    0.000    0.000    0.000    0.000 expressions.py:470(LeafNode)
        1    0.000    0.000    0.000    0.000 expressions.py:474(VariableNode)
        1    0.000    0.000    0.000    0.000 expressions.py:481(RawNode)
        1    0.000    0.000    0.000    0.000 expressions.py:501(ConstantNode)
        1    0.000    0.000    0.000    0.000 expressions.py:518(OpNode)
        1    0.000    0.000    0.000    0.000 expressions.py:527(FuncNode)
        1    0.000    0.000    0.000    0.000 expressions.py:59(Context)
       54    0.000    0.000    0.000    0.000 expressions.py:79(ophelper)
        3    0.000    0.000    0.002    0.001 extension.py:1(<module>)
       14    0.000    0.000    0.000    0.000 extension.py:110(inherit_names)
       14    0.000    0.000    0.000    0.000 extension.py:125(wrapper)
        1    0.000    0.000    0.000    0.000 extension.py:135(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 extension.py:177(NDArrayBackedExtensionIndex)
        1    0.000    0.000    0.000    0.000 extension.py:19(Extension)
        1    0.000    0.000    0.000    0.000 extension.py:30(Extension)
      120    0.000    0.000    0.000    0.000 extension.py:32(_inherit_from_data)
        1    0.000    0.000    0.000    0.000 extension.py:54(Library)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1497(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1527(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:295(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
        1    0.000    0.000    0.001    0.001 fancy_getopt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:29(FancyGetopt)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:373(<dictcomp>)
       21    0.000    0.000    0.000    0.000 fancy_getopt.py:429(translate_longopt)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:436(OptionDummy)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.009    0.009 feedparser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 file_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filelist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filelist.py:17(FileList)
        1    0.000    0.000    0.000    0.000 filelist.py:259(_UniqueDirs)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flags.py:4(Flags)
        1    0.000    0.000    0.000    0.000 floating.py:1(<module>)
        1    0.000    0.000    0.000    0.000 floating.py:180(FloatingArray)
        1    0.000    0.000    0.000    0.000 floating.py:358(Float32Dtype)
        1    0.000    0.000    0.000    0.000 floating.py:365(Float64Dtype)
        1    0.000    0.000    0.000    0.000 floating.py:41(FloatingDtype)
        1    0.000    0.000    0.001    0.001 fnmatch.py:1(<module>)
        2    0.000    0.000    0.007    0.003 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1002(DataFrameRenderer)
        1    0.000    0.000    0.000    0.000 format.py:1319(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1425(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1597(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1608(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:1636(ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1807(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1820(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:198(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1999(EngFormatter)
        1    0.000    0.000    0.000    0.000 format.py:262(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 format.py:422(TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:436(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:554(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.287    0.287 frame.py:1(<module>)
        1    0.000    0.000    0.003    0.003 frame.py:459(DataFrame)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:206(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 frequencies.py:434(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.002    0.002 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:18(FrozenList)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:36(CompatValidator)
       24    0.000    0.000    0.000    0.000 function.py:37(__init__)
        2    0.000    0.000    0.001    0.001 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:2116(vectorize)
      314    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
      314    0.000    0.000    0.000    0.000 function_base.py:461(_add_docstring)
      314    0.000    0.000    0.030    0.000 function_base.py:475(add_newdoc)
        2    0.000    0.000    0.061    0.030 functools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:100(method_cache)
        1    0.000    0.000    0.000    0.000 functools.py:16(compose)
        2    0.000    0.000    0.000    0.000 functools.py:190(_special_method_cache)
        1    0.000    0.000    0.000    0.000 functools.py:220(apply)
        1    0.000    0.000    0.000    0.000 functools.py:235(wrap)
        2    0.000    0.000    0.000    0.000 functools.py:289(Throttler)
        1    0.000    0.000    0.000    0.000 functools.py:34(compose_two)
      625    0.002    0.000    0.003    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.000    0.000 functools.py:392(pass_none)
       16    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
       21    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
      599    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        4    0.000    0.000    0.000    0.000 functools.py:799(singledispatch)
       28    0.000    0.000    0.000    0.000 functools.py:817(dispatch)
        9    0.000    0.000    0.000    0.000 functools.py:840(_is_valid_dispatch_type)
        9    0.000    0.000    0.000    0.000 functools.py:843(register)
        4    0.000    0.000    0.000    0.000 functools.py:852(<lambda>)
       28    0.000    0.000    0.001    0.000 functools.py:883(wrapper)
        1    0.000    0.000    0.000    0.000 functools.py:958(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:964(__set_name__)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        2    0.000    0.000    0.372    0.186 generic.py:1(<module>)
       26    0.000    0.000    0.000    0.000 generic.py:104(generate_property)
        2    0.000    0.000    0.000    0.000 generic.py:10868(_add_numeric_operations)
        2    0.000    0.000    0.000    0.000 generic.py:11454(_doc_params)
        2    0.000    0.000    0.000    0.000 generic.py:11457(<listcomp>)
        2    0.000    0.000    0.000    0.000 generic.py:127(pin_allowlisted_properties)
        2    0.000    0.000    0.000    0.000 generic.py:150(pinner)
        1    0.000    0.000    0.001    0.001 generic.py:165(SeriesGroupBy)
        1    0.000    0.000    0.004    0.004 generic.py:198(NDFrame)
        1    0.000    0.000    0.235    0.235 generic.py:2(<module>)
       20    0.000    0.000    0.000    0.000 generic.py:39(create_pandas_abc_type)
        5    0.000    0.000    0.000    0.000 generic.py:43(_check)
        1    0.000    0.000    0.000    0.000 generic.py:763(DataFrameGroupBy)
        1    0.000    0.000    0.000    0.000 generic.py:99(NamedAgg)
      180    0.000    0.000    0.001    0.000 genericpath.py:121(_splitext)
       68    0.000    0.000    0.003    0.000 genericpath.py:16(exists)
        6    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
      219    0.000    0.000    0.008    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       36    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.001    0.001 getlimits.py:158(_register_known_types)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.000    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:364(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:595(iinfo)
       23    0.000    0.000    0.000    0.000 getlimits.py:648(__init__)
        5    0.000    0.000    0.000    0.000 getlimits.py:659(min)
       16    0.000    0.000    0.000    0.000 getlimits.py:672(max)
       36    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 getopt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getopt.py:43(GetoptError)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.057    0.057 groupby.py:1(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:529(GroupByPlot)
        1    0.000    0.000    0.000    0.000 groupby.py:564(BaseGroupBy)
        1    0.000    0.000    0.002    0.002 groupby.py:768(GroupBy)
        1    0.000    0.000    0.001    0.001 grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:436(Grouping)
        1    0.000    0.000    0.000    0.000 grouper.py:58(Grouper)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gui.py:26(tqdm_gui)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:116(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:401(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.150    0.150 hashing.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.004    0.004 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.003    0.003 headerregistry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 headerregistry.py:108(Group)
        1    0.000    0.000    0.000    0.000 headerregistry.py:16(Address)
        1    0.000    0.000    0.000    0.000 headerregistry.py:160(BaseHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:264(UnstructuredHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:275(UniqueUnstructuredHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:280(DateHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:319(UniqueDateHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:324(AddressHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:379(UniqueAddressHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:384(SingleAddressHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:394(UniqueSingleAddressHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:399(MIMEVersionHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:436(ParameterizedMIMEHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:465(ContentTypeHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:487(ContentDispositionHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:501(ContentTransferEncodingHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:522(MessageIDHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:559(HeaderRegistry)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.101    0.101 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:161(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:543(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:654(_LxmlFrameParser)
        1    0.000    0.000    0.063    0.063 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:259(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:299(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:429(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:524(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:556(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:612(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:711(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:755(__init__)
        2    0.000    0.000    0.037    0.018 indexing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:121(IndexingError)
        1    0.000    0.000    0.000    0.000 indexing.py:125(IndexingMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:1332(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2203(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2239(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2284(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:246(GroupByPositionalSelector)
        1    0.000    0.000    0.000    0.000 indexing.py:287(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 indexing.py:31(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:625(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:74(_IndexSlice)
        1    0.000    0.000    0.000    0.000 indexing.py:989(_LocIndexer)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
       17    0.000    0.000    0.000    0.000 inference.py:321(is_hashable)
        1    0.000    0.000    0.001    0.001 info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:1016(SeriesTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:1048(SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:1062(SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 info.py:368(BaseInfo)
        1    0.000    0.000    0.000    0.000 info.py:451(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 info.py:527(SeriesInfo)
        1    0.000    0.000    0.000    0.000 info.py:590(InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 info.py:608(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:689(SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:732(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 info.py:788(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:839(DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:857(TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 info.py:950(DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.003    0.003 initialise.py:2(<module>)
        1    0.000    0.000    0.000    0.000 initialise.py:23(init)
        2    0.000    0.000    0.000    0.000 initialise.py:74(wrap_stream)
        1    0.000    0.000    0.000    0.000 inspect.py:1129(getfullargspec)
        3    0.000    0.000    0.000    0.000 inspect.py:1233(formatannotation)
        7    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        3    0.000    0.000    0.000    0.000 inspect.py:1748(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 inspect.py:1840(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 inspect.py:1866(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 inspect.py:1878(_signature_is_functionlike)
        3    0.000    0.000    0.000    0.000 inspect.py:2152(_signature_from_function)
      4/3    0.000    0.000    0.000    0.000 inspect.py:2246(_signature_from_callable)
       49    0.000    0.000    0.000    0.000 inspect.py:2498(__init__)
       66    0.000    0.000    0.000    0.000 inspect.py:2548(name)
       49    0.000    0.000    0.000    0.000 inspect.py:2552(default)
       29    0.000    0.000    0.000    0.000 inspect.py:2556(annotation)
       41    0.000    0.000    0.000    0.000 inspect.py:2560(kind)
        2    0.000    0.000    0.000    0.000 inspect.py:2582(__str__)
        6    0.000    0.000    0.000    0.000 inspect.py:2781(__init__)
       34    0.000    0.000    0.000    0.000 inspect.py:2830(<genexpr>)
        2    0.000    0.000    0.000    0.000 inspect.py:2859(from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:286(isbuiltin)
        3    0.000    0.000    0.000    0.000 inspect.py:2865(parameters)
        4    0.000    0.000    0.000    0.000 inspect.py:2869(return_annotation)
        1    0.000    0.000    0.000    0.000 inspect.py:2873(replace)
        1    0.000    0.000    0.000    0.000 inspect.py:3065(__str__)
        2    0.000    0.000    0.000    0.000 inspect.py:3111(signature)
       17    0.000    0.000    0.000    0.000 inspect.py:488(getmro)
        3    0.000    0.000    0.000    0.000 inspect.py:494(unwrap)
        3    0.000    0.000    0.000    0.000 inspect.py:514(_is_wrapper)
       28    0.001    0.000    0.001    0.000 inspect.py:626(cleandoc)
        2    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
        1    0.000    0.000    0.003    0.003 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:235(IntegerArray)
        1    0.000    0.000    0.000    0.000 integer.py:43(_IntegerDtype)
        1    0.000    0.000    0.000    0.000 integer.py:432(Int8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:439(Int16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:446(Int32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:453(Int64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:460(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:467(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:474(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:481(UInt64Dtype)
        2    0.000    0.000    0.135    0.067 interval.py:1(<module>)
        1    0.000    0.000    0.001    0.001 interval.py:145(IntervalIndex)
        1    0.000    0.000    0.001    0.001 interval.py:171(IntervalArray)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
       34    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.057    0.057 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
      156    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      156    0.000    0.000    0.011    0.000 linecache.py:26(getline)
      156    0.000    0.000    0.010    0.000 linecache.py:36(getlines)
       52    0.000    0.000    0.002    0.000 linecache.py:52(checkcache)
        2    0.000    0.000    0.010    0.005 linecache.py:80(updatecache)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        2    0.000    0.000    0.000    0.000 locale.py:386(normalize)
        2    0.000    0.000    0.000    0.000 locale.py:469(_parse_localename)
        2    0.000    0.000    0.000    0.000 locale.py:577(getlocale)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 locks.py:164(Event)
        1    0.000    0.000    0.000    0.000 locks.py:23(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:232(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:354(Semaphore)
        1    0.000    0.000    0.000    0.000 locks.py:435(BoundedSemaphore)
        2    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:15(Log)
        1    0.000    0.000    0.000    0.000 log.py:17(__init__)
        1    0.000    0.000    0.000    0.000 logging.py:1(<module>)
        1    0.000    0.000    0.007    0.007 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:1691(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 managers.py:87(BaseBlockManager)
        1    0.000    0.000    0.000    0.000 managers.py:909(BlockManager)
        2    0.000    0.000    0.000    0.000 markers.py:204(Undefined)
        2    0.000    0.000    0.000    0.000 markers.py:275(Marker)
        2    0.000    0.000    0.000    0.000 markers.py:36(InvalidMarker)
        2    0.000    0.000    0.000    0.000 markers.py:42(UndefinedComparison)
        2    0.000    0.000    0.000    0.000 markers.py:48(UndefinedEnvironmentName)
        2    0.000    0.000    0.010    0.005 markers.py:5(<module>)
        2    0.000    0.000    0.000    0.000 markers.py:55(Node)
        2    0.000    0.000    0.000    0.000 markers.py:69(Variable)
        2    0.000    0.000    0.000    0.000 markers.py:74(Value)
        2    0.000    0.000    0.000    0.000 markers.py:79(Op)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.145    0.145 masked.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:124(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 masked.py:87(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1610(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1712(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:603(_MergeOperation)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 methods.py:116(<dictcomp>)
        2    0.000    0.000    0.000    0.000 methods.py:120(_add_methods)
        2    0.000    0.000    0.000    0.000 methods.py:14(_get_method_wrappers)
        2    0.000    0.000    0.004    0.002 methods.py:46(add_flex_arithmetic_methods)
        8    0.000    0.000    0.000    0.000 methods.py:66(<genexpr>)
        2    0.000    0.000    0.004    0.002 methods.py:71(_create_methods)
        3    0.000    0.000    0.000    0.000 missing.py:1(<module>)
        4    0.000    0.000    0.000    0.000 missing.py:835(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mock.py:1037(_AnyComparer)
        1    0.000    0.000    0.000    0.000 mock.py:1068(CallableMixin)
        1    0.000    0.000    0.000    0.000 mock.py:1172(Mock)
        1    0.000    0.000    0.000    0.000 mock.py:1243(_patch)
        1    0.000    0.000    0.000    0.000 mock.py:1723(_patch_dict)
       15    0.000    0.000    0.000    0.000 mock.py:1898(<genexpr>)
       15    0.000    0.000    0.000    0.000 mock.py:1899(<genexpr>)
        1    0.000    0.000    0.000    0.000 mock.py:1922(<setcomp>)
        1    0.000    0.000    0.000    0.000 mock.py:2031(MagicMixin)
        1    0.000    0.000    0.000    0.000 mock.py:2062(NonCallableMagicMock)
