         525236 function calls (513044 primitive calls) in 6.050 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mock.py:2074(AsyncMagicMixin)
        1    0.000    0.000    0.000    0.000 mock.py:2080(MagicMock)
        1    0.000    0.000    0.000    0.000 mock.py:2102(MagicProxy)
        1    0.000    0.000    0.000    0.000 mock.py:2120(AsyncMockMixin)
        1    0.000    0.000    0.000    0.000 mock.py:2303(AsyncMock)
        1    0.000    0.000    0.000    0.000 mock.py:2346(_ANY)
        1    0.000    0.000    0.000    0.000 mock.py:2380(_Call)
        1    0.000    0.000    0.000    0.000 mock.py:2399(__new__)
        1    0.000    0.000    0.000    0.000 mock.py:2431(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:2727(_SpecState)
        1    0.000    0.000    0.000    0.000 mock.py:276(_SentinelObject)
        3    0.000    0.000    0.000    0.000 mock.py:278(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:2835(PropertyMock)
        1    0.000    0.000    0.000    0.000 mock.py:2877(_AsyncIterator)
        1    0.000    0.000    0.000    0.000 mock.py:288(_Sentinel)
        1    0.000    0.000    0.000    0.000 mock.py:290(__init__)
        3    0.000    0.000    0.000    0.000 mock.py:293(__getattr__)
        8    0.000    0.000    0.000    0.000 mock.py:317(_delegating_property)
        1    0.000    0.000    0.000    0.000 mock.py:336(_CallList)
        1    0.000    0.000    0.000    0.000 mock.py:383(_MockIter)
        1    0.000    0.000    0.000    0.000 mock.py:389(Base)
        1    0.000    0.000    0.000    0.000 mock.py:39(<setcomp>)
        1    0.000    0.000    0.000    0.000 mock.py:397(NonCallableMock)
        1    0.000    0.000    0.288    0.288 mock.py:7(<module>)
        1    0.000    0.000    0.001    0.001 monkey.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monkey.py:102(_patch_distribution_metadata)
        4    0.000    0.000    0.000    0.000 monkey.py:109(patch_func)
        1    0.000    0.000    0.302    0.302 monkey.py:130(patch_for_msvc_specialized_compiler)
        4    0.000    0.000    0.300    0.075 monkey.py:142(patch_params)
        3    0.000    0.000    0.000    0.000 monkey.py:22(_get_mro)
        3    0.000    0.000    0.000    0.000 monkey.py:36(get_unpatched)
        3    0.000    0.000    0.000    0.000 monkey.py:45(get_unpatched_class)
        6    0.000    0.000    0.000    0.000 monkey.py:51(<genexpr>)
        1    0.000    0.000    0.302    0.302 monkey.py:63(patch_all)
        2    0.000    0.000    0.059    0.030 more.py:1(<module>)
        1    0.000    0.000    0.000    0.000 more.py:1481(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 more.py:1648(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 more.py:1888(numeric_range)
        1    0.000    0.000    0.000    0.000 more.py:2060(numeric_range)
        1    0.000    0.000    0.000    0.000 more.py:2267(islice_extended)
        1    0.000    0.000    0.000    0.000 more.py:233(peekable)
        1    0.000    0.000    0.000    0.000 more.py:2439(islice_extended)
        1    0.000    0.000    0.000    0.000 more.py:247(peekable)
        1    0.000    0.000    0.000    0.000 more.py:2517(SequenceView)
        1    0.000    0.000    0.000    0.000 more.py:2562(seekable)
        1    0.000    0.000    0.000    0.000 more.py:2689(SequenceView)
        1    0.000    0.000    0.000    0.000 more.py:2702(run_length)
        1    0.000    0.000    0.000    0.000 more.py:2734(seekable)
        1    0.000    0.000    0.000    0.000 more.py:2874(run_length)
        1    0.000    0.000    0.000    0.000 more.py:3071(time_limited)
        1    0.000    0.000    0.000    0.000 more.py:3243(time_limited)
        1    0.000    0.000    0.000    0.000 more.py:3395(AbortThread)
        1    0.000    0.000    0.000    0.000 more.py:3399(callback_iter)
        1    0.000    0.000    0.000    0.000 more.py:3597(AbortThread)
        1    0.000    0.000    0.000    0.000 more.py:3601(callback_iter)
        1    0.000    0.000    0.000    0.000 more.py:3795(countable)
        1    0.000    0.000    0.000    0.000 more.py:3997(countable)
        1    0.000    0.000    0.000    0.000 more.py:850(bucket)
        1    0.000    0.000    0.000    0.000 more.py:942(bucket)
        1    0.000    0.000    0.000    0.000 move.py:1(<module>)
        1    0.000    0.000    0.002    0.002 msvc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 msvc.py:1195(EnvironmentInfo)
        1    0.000    0.000    0.000    0.000 msvc.py:372(PlatformInfo)
        1    0.000    0.000    0.000    0.000 msvc.py:487(RegistryInfo)
        1    0.000    0.000    0.000    0.000 msvc.py:672(SystemInfo)
        1    0.000    0.000    0.001    0.001 msvc9compiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:121(MacroExpander)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:167(get_build_version)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:296(MSVCCompiler)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:59(Reg)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:110(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:149(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:190(names_compat)
        1    0.000    0.000    0.001    0.001 multi.py:209(MultiIndex)
        1    0.000    0.000    0.142    0.142 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.143    0.143 nanops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 nanops.py:1021(_nanminmax)
        1    0.000    0.000    0.000    0.000 nanops.py:106(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:107(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:111(__call__)
        6    0.000    0.000    0.000    0.000 nanops.py:1636(make_nancomp)
        4    0.000    0.000    0.000    0.000 nanops.py:389(_datetimelike_compat)
        4    0.000    0.000    0.000    0.000 nanops.py:454(maybe_operate_rowwise)
        1    0.000    0.000    0.000    0.000 nanops.py:64(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:74(disallow)
       11    0.000    0.000    0.000    0.000 nanops.py:75(__init__)
       29    0.000    0.000    0.000    0.000 nanops.py:77(<genexpr>)
       11    0.000    0.000    0.000    0.000 nanops.py:82(__call__)
        1    0.000    0.000    0.005    0.005 necompiler.py:11(<module>)
        1    0.000    0.000    0.000    0.000 necompiler.py:221(Register)
        1    0.000    0.000    0.000    0.000 necompiler.py:250(Immediate)
        1    0.000    0.000    0.000    0.000 necompiler.py:71(ASTNode)
        1    0.000    0.000    0.000    0.000 nonreduce.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonreduce_axis.py:1(<module>)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
     2778    0.004    0.000    0.005    0.000 ntpath.py:124(splitdrive)
      230    0.001    0.000    0.002    0.000 ntpath.py:180(split)
      180    0.000    0.000    0.001    0.000 ntpath.py:203(splitext)
       90    0.000    0.000    0.001    0.000 ntpath.py:214(basename)
      139    0.000    0.000    0.001    0.000 ntpath.py:221(dirname)
      333    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       31    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
       21    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
        1    0.000    0.000    0.000    0.000 ntpath.py:537(_readlink_deep)
        1    0.000    0.000    0.000    0.000 ntpath.py:579(_getfinalpathname_nonstrict)
      103    0.000    0.000    0.001    0.000 ntpath.py:61(isabs)
        9    0.000    0.000    0.001    0.000 ntpath.py:625(realpath)
     1211    0.002    0.000    0.006    0.000 ntpath.py:77(join)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        4    0.000    0.000    0.007    0.002 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2531(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:38(NumericDtype)
        1    0.000    0.000    0.000    0.000 numeric.py:405(IntegerIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:435(Int64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:450(UInt64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:475(Float64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:48(NumericIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numeric.py:88(NumericArray)
        1    0.000    0.000    0.002    0.002 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:29(PandasArray)
        1    0.000    0.000    0.034    0.034 object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:28(ObjectStringArrayMixin)
        1    0.000    0.000    0.033    0.033 objects.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:100(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:126(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:208(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:226(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:276(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:366(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:40(BaseIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:70(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:93(EWMMeanState)
        3    0.000    0.000    0.004    0.001 ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:1019(BinGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:106(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 ops.py:1197(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1243(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1251(FrameSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:18(BlockPairInfo)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 ops.py:211(Op)
        1    0.000    0.000    0.000    0.000 ops.py:367(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:523(Div)
        1    0.000    0.000    0.000    0.000 ops.py:552(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:600(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:616(FuncNode)
        1    0.000    0.000    0.000    0.000 ops.py:636(BaseGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:68(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 ops.py:82(Term)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ordered_set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ordered_set.py:42(OrderedSet)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
       25    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       31    0.000    0.000    0.000    0.000 os.py:740(check_str)
       29    0.000    0.000    0.000    0.000 os.py:746(encodekey)
       55    0.000    0.000    0.000    0.000 os.py:816(fsdecode)
        1    0.000    0.000    0.018    0.018 override.py:1(<module>)
        1    0.000    0.000    0.141    0.141 overrides.py:1(<module>)
       81    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
       81    0.000    0.000    0.000    0.000 overrides.py:121(decorator)
      314    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
      314    0.001    0.000    0.006    0.000 overrides.py:170(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
       23    0.000    0.000    0.000    0.000 overrides.py:200(decorator)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
      284    0.001    0.000    0.003    0.000 overrides.py:88(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:110(BaseImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:146(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:251(FastParquetImpl)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:131(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:186(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:216(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
