radio,net,cell,latitude,longitude,gid_level,gid_id,cellid4326,depth,damage_low,damage_baseline,damage_high,cost_usd_low,cost_usd_baseline,cost_usd_high
GSM,1,184,5.421851,-0.646378714,GID_2,GHA.3.9_1,5.421850999999999_-0.6463787142857144,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,1,110,5.415487313,-0.642614375,GID_2,GHA.3.9_1,5.4154873125_-0.6426143750000001,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,1,30,5.427913625,-0.619634562,GID_2,GHA.3.9_1,5.427913625_-0.6196345624999999,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,1,149,5.387192,-0.642014,GID_2,GHA.3.9_1,5.387192_-0.642014,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,1,186,5.491104,-0.688705,GID_2,GHA.3.9_1,5.491104_-0.688705,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,1,69,5.509644,-0.60425,GID_2,GHA.3.9_1,5.509644_-0.60425,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,1,786030,5.392914,-0.651627,GID_2,GHA.3.9_1,5.392914_-0.651627,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,1,786128,5.393859667,-0.63012,GID_2,GHA.3.9_1,5.393859666666667_-0.6301200000000001,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,1,786028,5.426108,-0.614141,GID_2,GHA.3.9_1,5.426108_-0.614141,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,1,785950,5.398564333,-0.632011,GID_2,GHA.3.9_1,5.398564333333334_-0.632011,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,7,202,5.428757,-0.6313022,GID_2,GHA.3.9_1,5.428756999999999_-0.6313022,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,25,113,5.416946,-0.610428,GID_2,GHA.3.9_1,5.416946_-0.610428,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,25,108,5.416946,-0.610428,GID_2,GHA.3.9_1,5.416946_-0.610428,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,25,184,5.416946,-0.610428,GID_2,GHA.3.9_1,5.416946_-0.610428,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,25,110,5.416946,-0.610428,GID_2,GHA.3.9_1,5.416946_-0.610428,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,25,30,5.416946,-0.610428,GID_2,GHA.3.9_1,5.416946_-0.610428,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,1,148,5.8517645,0.45061125,GID_2,GHA.5.3_1,5.8517645_0.45061124999999996,0.332078218,0.25,0.5,0.75,8333,16667,25000
UMTS,1,525399,5.699081222,-0.052991667,GID_2,GHA.5.6_1,5.6990812222222225_-0.05299166666666667,0.367416918,0.25,0.5,0.75,8333,16667,25000
GSM,3,43,5.693647364,-0.053628,GID_2,GHA.5.6_1,5.693647363636364_-0.053628,0.367416918,0.25,0.5,0.75,8333,16667,25000
UMTS,6,36137,5.55392,-0.31695,GID_2,GHA.5.5_1,5.55392_-0.31695,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,45,5.552493688,-0.320738188,GID_2,GHA.5.5_1,5.552493687500001_-0.32073818750000005,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,36179,5.553589,-0.3295895,GID_2,GHA.5.5_1,5.5535890000000006_-0.3295895,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,81,5.52784,-0.298862,GID_2,GHA.5.5_1,5.52784_-0.298862,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61741,5.5453834,-0.3198051,GID_2,GHA.5.5_1,5.5453834_-0.31980510000000006,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,36141,5.5439755,-0.3186035,GID_2,GHA.5.5_1,5.5439755_-0.3186035,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,36176,5.566177333,-0.317001333,GID_2,GHA.5.5_1,5.566177333333333_-0.3170013333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61779,5.551274667,-0.329236556,GID_2,GHA.5.5_1,5.551274666666666_-0.32923655555555553,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,36268,5.552902,-0.31929,GID_2,GHA.5.5_1,5.552902_-0.31929,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61787,5.5590145,-0.318979,GID_2,GHA.5.5_1,5.559014499999999_-0.318979,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61868,5.553731,-0.3185685,GID_2,GHA.5.5_1,5.553731_-0.31856850000000003,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,36269,5.535049,-0.320663,GID_2,GHA.5.5_1,5.535049_-0.320663,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,41,5.53862,-0.313889,GID_2,GHA.5.5_1,5.53862_-0.313889,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,89,5.553401625,-0.33999875,GID_2,GHA.5.5_1,5.553401624999999_-0.33999875,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,83,5.552566545,-0.330464636,GID_2,GHA.5.5_1,5.552566545454546_-0.3304646363636363,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,80,5.556518667,-0.322504,GID_2,GHA.5.5_1,5.556518666666666_-0.322504,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,172,5.553554,-0.321481667,GID_2,GHA.5.5_1,5.553553999999999_-0.32148166666666667,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,134,5.533676,-0.324783,GID_2,GHA.5.5_1,5.533676_-0.324783,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,56,5.53093,-0.324783,GID_2,GHA.5.5_1,5.53093_-0.324783,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,57,5.552902,-0.316887,GID_2,GHA.5.5_1,5.552902_-0.316887,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,96,5.554276,-0.309219,GID_2,GHA.5.5_1,5.554276_-0.309219,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,135,5.551529,-0.328903,GID_2,GHA.5.5_1,5.551529_-0.328903,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215341,5.550737778,-0.319283111,GID_2,GHA.5.5_1,5.550737777777777_-0.31928311111111113,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215387,5.554064714,-0.319706286,GID_2,GHA.5.5_1,5.554064714285715_-0.3197062857142857,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215468,5.55390725,-0.320981917,GID_2,GHA.5.5_1,5.553907250000001_-0.3209819166666667,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215379,5.5483675,-0.32442125,GID_2,GHA.5.5_1,5.5483674999999995_-0.32442125,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215376,5.5600355,-0.3224375,GID_2,GHA.5.5_1,5.5600355_-0.3224375,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215370,5.561142,-0.338516,GID_2,GHA.5.5_1,5.561142_-0.338516,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,70,5.550156,-0.32753,GID_2,GHA.5.5_1,5.550156_-0.32753,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,59,5.551529,-0.329247,GID_2,GHA.5.5_1,5.551529_-0.329247,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,90,5.722504,-0.399629,GID_2,GHA.5.5_1,5.722504_-0.399629,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,768110,5.552761667,-0.324525333,GID_2,GHA.5.5_1,5.552761666666666_-0.32452533333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870472,5.552444556,-0.336837667,GID_2,GHA.5.5_1,5.552444555555557_-0.3368376666666666,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870536,5.551529,-0.338516,GID_2,GHA.5.5_1,5.551529_-0.338516,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870471,5.5513,-0.335312,GID_2,GHA.5.5_1,5.5513_-0.335312,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870535,5.555649,-0.341263,GID_2,GHA.5.5_1,5.555649_-0.341263,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870549,5.5529025,-0.3357695,GID_2,GHA.5.5_1,5.5529025_-0.3357695,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870551,5.559769,-0.33989,GID_2,GHA.5.5_1,5.559769_-0.33989,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,768250,5.5597685,-0.3213505,GID_2,GHA.5.5_1,5.559768500000001_-0.3213505,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,768093,5.555649,-0.327187,GID_2,GHA.5.5_1,5.555649_-0.327187,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,768090,5.551529,-0.31517,GID_2,GHA.5.5_1,5.551529_-0.31517,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,7,45,5.555649,-0.326157,GID_2,GHA.5.5_1,5.555649_-0.326157,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,7,33331,5.553073875,-0.324954875,GID_2,GHA.5.5_1,5.553073875000001_-0.324954875,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,7,51,5.554150545,-0.323846818,GID_2,GHA.5.5_1,5.554150545454546_-0.32384681818181815,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,12,5.555648667,-0.339889667,GID_2,GHA.5.5_1,5.5556486666666665_-0.33988966666666665,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269360,5.562838143,-0.334940476,GID_2,GHA.5.5_1,5.562838142857142_-0.33494047619047623,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269321,5.565379231,-0.332898462,GID_2,GHA.5.5_1,5.5653792307692305_-0.33289846153846153,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269356,5.552696933,-0.3261054,GID_2,GHA.5.5_1,5.552696933333334_-0.3261054,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269324,5.5504588,-0.3334836,GID_2,GHA.5.5_1,5.5504587999999995_-0.3334836,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269357,5.558831833,-0.333139167,GID_2,GHA.5.5_1,5.5588318333333335_-0.3331391666666667,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,48,5.564105192,-0.331192808,GID_2,GHA.5.5_1,5.564105192307693_-0.3311928076923077,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,7,5.564241357,-0.319697214,GID_2,GHA.5.5_1,5.5642413571428575_-0.3196972142857143,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,50,5.5302435,-0.3069305,GID_2,GHA.5.5_1,5.5302435_-0.3069305,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,8,5.5487825,-0.313568,GID_2,GHA.5.5_1,5.5487825_-0.31356799999999996,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269320,5.548782333,-0.318832333,GID_2,GHA.5.5_1,5.548782333333333_-0.3188323333333334,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,198,5.551071,-0.327301,GID_2,GHA.5.5_1,5.551071_-0.327301,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269434,5.5537405,-0.3172405,GID_2,GHA.5.5_1,5.5537405_-0.31724050000000004,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269509,5.5524748,-0.3152534,GID_2,GHA.5.5_1,5.552474800000001_-0.3152534,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,785990,5.55002,-0.332082,GID_2,GHA.5.5_1,5.55002_-0.332082,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269412,5.556125333,-0.306579,GID_2,GHA.5.5_1,5.556125333333334_-0.306579,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269575,5.554262,-0.314706,GID_2,GHA.5.5_1,5.554262_-0.314706,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269618,5.554262,-0.314706,GID_2,GHA.5.5_1,5.554262_-0.314706,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,967,5.55761675,-0.327490875,GID_2,GHA.5.5_1,5.55761675_-0.327490875,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,41,5.559494,-0.3212128,GID_2,GHA.5.5_1,5.559494_-0.3212128,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,39,5.554962,-0.3240965,GID_2,GHA.5.5_1,5.554962_-0.3240965,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,78,5.555649,-0.3364565,GID_2,GHA.5.5_1,5.555649000000001_-0.3364565,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,118,5.5599516,-0.3316498,GID_2,GHA.5.5_1,5.5599516_-0.3316498,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,144,5.5621858,-0.3302766,GID_2,GHA.5.5_1,5.5621858_-0.33027660000000003,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,2531,5.5496035,-0.3219185,GID_2,GHA.5.5_1,5.5496035_-0.3219185,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,2336,5.548625,-0.321367,GID_2,GHA.5.5_1,5.548625_-0.321367,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,2309,5.550842,-0.323515,GID_2,GHA.5.5_1,5.550842_-0.323515,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,25,46,5.551529,-0.327987667,GID_2,GHA.5.5_1,5.5515289999999995_-0.3279876666666666,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,25,9,5.551529,-0.32753,GID_2,GHA.5.5_1,5.551529_-0.32753,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,25,12,5.551529,-0.32753,GID_2,GHA.5.5_1,5.551529_-0.32753,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,25,269319,5.554276,-0.308304,GID_2,GHA.5.5_1,5.554276_-0.308304,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,25,48,5.551529,-0.32753,GID_2,GHA.5.5_1,5.551529_-0.32753,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,56,5.674525885,-0.071634,GID_2,GHA.5.6_1,5.674525884615384_-0.071634,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,94,5.654461485,-0.055427152,GID_2,GHA.5.6_1,5.654461484848484_-0.055427151515151526,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,98,5.6458764,-0.0595178,GID_2,GHA.5.6_1,5.645876400000001_-0.059517799999999996,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,55,5.663335436,-0.06390059,GID_2,GHA.5.6_1,5.6633354358974355_-0.06390058974358974,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,133,5.671722296,-0.072868,GID_2,GHA.5.6_1,5.671722296296296_-0.072868,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,58,5.653325231,-0.054706231,GID_2,GHA.5.6_1,5.65332523076923_-0.05470623076923076,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,768096,5.670643167,-0.044426958,GID_2,GHA.5.6_1,5.670643166666668_-0.04442695833333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,768057,5.681220733,-0.0396454,GID_2,GHA.5.6_1,5.681220733333333_-0.03964539999999999,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,97,5.655876579,-0.043907632,GID_2,GHA.5.6_1,5.655876578947368_-0.04390763157894738,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,21,5.635719444,-0.041618333,GID_2,GHA.5.6_1,5.635719444444444_-0.04161833333333334,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,59,5.644180667,-0.055285889,GID_2,GHA.5.6_1,5.644180666666666_-0.05528588888888889,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,20,5.6162568,-0.0602646,GID_2,GHA.5.6_1,5.6162567999999995_-0.0602646,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,11802,5.665787,-0.033508,GID_2,GHA.5.6_1,5.665787_-0.033508,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,109,5.643795,-0.029643333,GID_2,GHA.5.6_1,5.643795000000001_-0.029643333333333338,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,768111,5.657873083,-0.066396694,GID_2,GHA.5.6_1,5.6578730833333335_-0.06639669444444446,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,70,5.645115,-0.017616714,GID_2,GHA.5.6_1,5.645115_-0.01761671428571428,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,71,5.66694025,-0.04915625,GID_2,GHA.5.6_1,5.666940250000001_-0.04915625,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,149,5.663569357,-0.058951071,GID_2,GHA.5.6_1,5.663569357142857_-0.058951071428571436,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,768132,5.648117,-0.038452333,GID_2,GHA.5.6_1,5.648117_-0.03845233333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,768215,5.658646,-0.069351,GID_2,GHA.5.6_1,5.658646_-0.069351,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921773,5.641887429,-0.049604857,GID_2,GHA.5.6_1,5.641887428571429_-0.04960485714285715,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921695,5.6482592,-0.058273533,GID_2,GHA.5.6_1,5.6482592_-0.05827353333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921735,5.683514222,-0.049492926,GID_2,GHA.5.6_1,5.683514222222221_-0.04949292592592593,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921670,5.630493,-0.004807,GID_2,GHA.5.6_1,5.630493_-0.004807,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921751,5.670730429,-0.072763429,GID_2,GHA.5.6_1,5.670730428571429_-0.07276342857142858,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921658,5.661057833,-0.062253944,GID_2,GHA.5.6_1,5.6610578333333335_-0.06225394444444446,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921815,5.6602475,-0.049095,GID_2,GHA.5.6_1,5.6602475000000005_-0.049095,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921710,5.659046773,-0.070608955,GID_2,GHA.5.6_1,5.659046772727273_-0.07060895454545456,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921693,5.657440529,-0.047804176,GID_2,GHA.5.6_1,5.657440529411765_-0.047804176470588246,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921694,5.660646444,-0.067675222,GID_2,GHA.5.6_1,5.660646444444445_-0.06767522222222223,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921655,5.6749639,-0.0701747,GID_2,GHA.5.6_1,5.6749639_-0.0701747,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921810,5.658443,-0.0728407,GID_2,GHA.5.6_1,5.658442999999999_-0.07284070000000001,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921692,5.674989833,-0.0744745,GID_2,GHA.5.6_1,5.674989833333334_-0.0744745,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921741,5.676353,-0.040171,GID_2,GHA.5.6_1,5.676353_-0.040171,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921754,5.67762125,-0.03988725,GID_2,GHA.5.6_1,5.67762125_-0.03988725,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,96,5.6718292,-0.046829,GID_2,GHA.5.6_1,5.6718291999999995_-0.046828999999999996,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,60,5.665595392,-0.044275922,GID_2,GHA.5.6_1,5.6655953921568605_-0.044275921568627474,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,21,5.650890689,-0.033057979,GID_2,GHA.5.6_1,5.650890689361707_-0.033057978723404255,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,22,5.65394643,-0.048198535,GID_2,GHA.5.6_1,5.653946429577465_-0.048198535211267615,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,59,5.669070783,-0.046409678,GID_2,GHA.5.6_1,5.669070782608695_-0.04640967826086957,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,20,5.645984833,-0.038154813,GID_2,GHA.5.6_1,5.64598483251232_-0.0381548128078818,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,525076,5.650321647,-0.033997941,GID_2,GHA.5.6_1,5.650321647058824_-0.03399794117647058,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,525115,5.66276525,-0.0742435,GID_2,GHA.5.6_1,5.66276525_-0.07424349999999999,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,525078,5.660018833,-0.0455475,GID_2,GHA.5.6_1,5.660018833333333_-0.0455475,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,525332,5.655411309,-0.020138474,GID_2,GHA.5.6_1,5.655411309210524_-0.02013847368421053,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,136,5.670547333,-0.074844333,GID_2,GHA.5.6_1,5.670547333333334_-0.07484433333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,525590,5.64288673,-0.065839326,GID_2,GHA.5.6_1,5.642886730337076_-0.0658393258426966,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,45,5.617087,-0.029327,GID_2,GHA.5.6_1,5.617087_-0.029327,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,101,5.650868129,-0.032380935,GID_2,GHA.5.6_1,5.6508681290322595_-0.03238093548387097,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,525669,5.647716692,-0.025384462,GID_2,GHA.5.6_1,5.647716692307693_-0.02538446153846154,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,2215,5.664031,-0.0671965,GID_2,GHA.5.6_1,5.664031_-0.06719649999999999,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,579,5.650537,0.003667,GID_2,GHA.5.6_1,5.650537_0.003667,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,1540,5.650879,0.003915,GID_2,GHA.5.6_1,5.650879_0.003915,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,46,5.657639579,-0.059757947,GID_2,GHA.5.6_1,5.657639578947368_-0.059757947368421056,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,42,5.657751579,-0.044155421,GID_2,GHA.5.6_1,5.657751578947368_-0.04415542105263157,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,464,5.655899,-0.070724,GID_2,GHA.5.6_1,5.655899_-0.070724,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,81,5.658441933,-0.040643267,GID_2,GHA.5.6_1,5.658441933333333_-0.04064326666666667,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,45,5.617355,-0.0287905,GID_2,GHA.5.6_1,5.617355_-0.0287905,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,45,5.680893524,-0.046477333,GID_2,GHA.5.6_1,5.680893523809523_-0.046477333333333336,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,41,5.65252245,-0.072748225,GID_2,GHA.5.6_1,5.652522449999998_-0.07274822500000003,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,78,5.66001325,-0.035754312,GID_2,GHA.5.6_1,5.66001325_-0.035754312499999996,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,143,5.654926667,-0.0555684,GID_2,GHA.5.6_1,5.654926666666666_-0.05556839999999999,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,1266,5.64991545,-0.02360535,GID_2,GHA.5.6_1,5.649915449999998_-0.023605350000000004,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,1229,5.63587975,-0.021271,GID_2,GHA.5.6_1,5.63587975_-0.021271,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,1268,5.656889,-0.0231666,GID_2,GHA.5.6_1,5.656889_-0.023166600000000002,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,182,5.651088222,-0.031391778,GID_2,GHA.5.6_1,5.651088222222222_-0.031391777777777775,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,185,5.664306,-0.034236,GID_2,GHA.5.6_1,5.664306_-0.034236,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,1272,5.6451139,-0.0560133,GID_2,GHA.5.6_1,5.6451139_-0.0560133,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,1227,5.648059875,-0.04850425,GID_2,GHA.5.6_1,5.6480598749999995_-0.04850425,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,1196,5.6316405,-0.0001355,GID_2,GHA.5.6_1,5.6316405_-0.0001355,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,1191,5.625942,-0.003335,GID_2,GHA.5.6_1,5.625942_-0.003335,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,95,5.661392,-0.072098,GID_2,GHA.5.6_1,5.661392_-0.072098,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,59,5.649553524,-0.053453476,GID_2,GHA.5.6_1,5.649553523809525_-0.05345347619047619,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,80,5.651925,-0.056341714,GID_2,GHA.5.6_1,5.651924999999999_-0.05634171428571429,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61744,5.66568935,-0.035747975,GID_2,GHA.5.6_1,5.66568935_-0.035747975,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,48,5.661193981,-0.042058321,GID_2,GHA.5.6_1,5.661193981132077_-0.04205832075471697,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61782,5.673927333,-0.048222667,GID_2,GHA.5.6_1,5.673927333333334_-0.04822266666666667,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61769,5.656364,0.0027195,GID_2,GHA.5.6_1,5.656364_0.0027194999999999997,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61763,5.675707333,-0.033910167,GID_2,GHA.5.6_1,5.6757073333333325_-0.03391016666666667,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,72,5.632209667,-0.001029667,GID_2,GHA.5.6_1,5.632209666666667_-0.0010296666666666666,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61776,5.654754667,-0.020599167,GID_2,GHA.5.6_1,5.654754666666666_-0.020599166666666672,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,50,5.644204333,-0.048004667,GID_2,GHA.5.6_1,5.644204333333334_-0.04800466666666667,0.46539408,0.25,0.5,0.75,8333,16667,25000
